,acc,loss
0,0.4999999984314567,0.7632095343188235
1,0.6447368452423498,0.7503459328099301
2,0.8289473652839661,0.7362453184629741
3,0.8157894705471239,0.7129700685802259
4,0.8289473715581392,0.6225422652144181
5,0.8552631610318234,0.496813764697627
6,0.9078947399791918,0.4015321841365413
7,0.9210526315789473,0.33374711243729843
8,0.9078947399791918,0.3066533482388446
9,0.9210526347160339,0.2914591988450603
10,0.9210526347160339,0.2871773031197096
11,0.9078947399791918,0.26786646639045913
12,0.9342105263157895,0.25927513602532837
13,0.8947368389681766,0.3072765642090848
14,0.9210526315789473,0.2535577612487893
15,0.9210526315789473,0.2581249836244081
16,0.9210526347160339,0.25604580185915293
17,0.9342105263157895,0.23637150698586515
18,0.9473684210526315,0.22827427716631637
19,0.9473684210526315,0.22196185667263835
20,0.9342105294528761,0.2308511412457416
21,0.9342105294528761,0.23285807747589915
22,0.9342105294528761,0.22279081924965508
23,0.9342105294528761,0.2310270745503275
24,0.9342105294528761,0.23847641521378568
25,0.9342105294528761,0.23143281434711657
26,0.9342105294528761,0.21971588699441208
27,0.9342105294528761,0.22153614226140475
28,0.9342105294528761,0.2259279136594973
29,0.9342105294528761,0.23247393338303818
