,acc,loss
0,0.6315789505055076,0.7461571536566082
1,0.6710526315789473,0.7314097787204542
2,0.6710526347160339,0.7146430611610413
3,0.6973684241897181,0.695619031002647
4,0.7894736810734397,0.670020558332142
5,0.7894736842105263,0.6326772162788793
6,0.8421052662949813,0.5568322539329529
7,0.8815789505055076,0.4295400663426048
8,0.8947368452423498,0.3421483416306345
9,0.8947368452423498,0.29743774235248566
10,0.9210526315789473,0.2719546572158211
11,0.9342105263157895,0.2709041935832877
12,0.9342105263157895,0.24901697431740008
13,0.9342105263157895,0.24236634961868586
14,0.9342105263157895,0.24512938410043716
15,0.9342105263157895,0.23564255708142332
16,0.9342105263157895,0.23945729238422295
17,0.9342105263157895,0.22930155772911875
18,0.9342105263157895,0.2362071244340194
19,0.9210526347160339,0.23189834466106013
20,0.9342105263157895,0.22342240379044884
21,0.9342105263157895,0.21895925975159594
22,0.9342105263157895,0.21735668927431107
23,0.9342105263157895,0.215159384435729
24,0.9473684210526315,0.2321793409554582
25,0.9473684210526315,0.21120190541995199
26,0.9342105263157895,0.20755103897107274
27,0.9473684210526315,0.2069676714508157
28,0.9473684210526315,0.22499437159613558
29,0.9473684210526315,0.20505982676618978
30,0.9342105263157895,0.21196939835422918
31,0.9473684210526315,0.2041564858273456
32,0.9342105263157895,0.20801301339739248
33,0.9342105263157895,0.20567037478873604
34,0.9473684210526315,0.207873170901286
35,0.9473684210526315,0.20082434933436544
36,0.9473684210526315,0.20427573942824415
37,0.9605263157894737,0.20548461181552788
38,0.9342105263157895,0.2068722424538512
39,0.9605263157894737,0.21331756365926643
