,acc,loss
0,0.4999999984314567,0.8132415068776984
1,0.5131578931682989,0.8021063741884733
2,0.5263157894736842,0.7926111942843387
3,0.5,0.7854409123721876
4,0.5263157863365976,0.7766415257202951
5,0.5394736810734397,0.7691183027468229
6,0.5657894705471239,0.7612240816417494
7,0.5657894705471239,0.7544758633563393
8,0.5789473684210527,0.7493172978100023
9,0.5526315789473685,0.7442248118551154
10,0.6052631578947368,0.7379684009050068
11,0.5921052615893515,0.7317298870337637
12,0.6315789457998777,0.7252202441817835
13,0.6184210510630357,0.7191410284293326
14,0.6052631594632801,0.715027740127162
15,0.6578947368421053,0.7133967939176058
16,0.6447368421052632,0.7135896023951078
17,0.6578947368421053,0.7019509735860323
18,0.6578947368421053,0.6946624329215602
19,0.6447368421052632,0.693298201811941
20,0.6710526315789473,0.6844052735127901
21,0.6710526315789473,0.6788334187708402
22,0.6973684210526315,0.665284978715997
23,0.6578947368421053,0.6709775360007035
24,0.6578947368421053,0.665288413825788
25,0.6842105263157895,0.644970322910108
26,0.7105263157894737,0.6391709791986566
27,0.7105263157894737,0.6307415303431059
28,0.7105263157894737,0.6207840003465351
29,0.7105263157894737,0.6016837578070792
30,0.7105263157894737,0.6006468910919992
31,0.7368421084002444,0.5822101862807023
32,0.75,0.5780848578402871
33,0.7631578915997556,0.5616998390147561
34,0.7763157926107708,0.5523924137416639
35,0.7631578915997556,0.5430174689543875
36,0.7763157926107708,0.534190833568573
37,0.8026315758102819,0.535990275834736
38,0.8026315758102819,0.5413380892653215
39,0.8026315758102819,0.5282772528497797
40,0.8157894768212971,0.5139437741354892
41,0.8026315758102819,0.5133757716731021
42,0.7894736810734397,0.5133538701032337
43,0.7763157894736842,0.5253491025221976
44,0.8026315758102819,0.49888976467283147
45,0.8157894768212971,0.4929138374956031
46,0.8289473652839661,0.4761393650581962
47,0.8157894705471239,0.488848444662596
48,0.8157894705471239,0.5038777636854272
49,0.8552631610318234,0.4736626195280175
50,0.8157894705471239,0.4719860851764679
51,0.8552631610318234,0.45790192955418635
52,0.8552631610318234,0.4520820630224128
53,0.8684210557686655,0.4487446499498267
54,0.8552631547576502,0.4503437264969474
55,0.8552631610318234,0.4457334923116784
56,0.8684210494944924,0.4336796293133183
57,0.8552631610318234,0.4288274990884881
58,0.8815789505055076,0.4340609343428361
59,0.8552631610318234,0.4348048269748688
